Academic Period,Calendar Year,Gender,Student Type,Major Type,Full_Part Time,Ethnicity,Term,Major,Age_Group
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,MULTI AFR AMER,202510,Biology,50-59
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,WHITE,nan,nan,40-49
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,HVAC/R Service,60+
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Air Conditioning & Refrigeratn,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,BLACK AFR AMER,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,18-24
Fall 2024,2024,Female,Dual Credit Student,Technical,Full-Time,BLACK AFR AMER,202510,Nurse Aide for Health Care,Under 18
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,ASIAN,202510,Auto Ind Proc Instr Mechatron,35-39
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,BLACK AFR AMER,202510,Auto Indust Proc Associate,18-24
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Auto Indust Proc Associate,Under 18
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Nurse Aide for Health Care,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Nurs:Career Mobility-LVN - RN,35-39
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,UNKNOWN,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,25-29
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,202510,Computer Science,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,WHITE,202510,Mechanical Engineering,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,30-34
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,MULTI AFR AMER,202510,Diesel/Heavy Equip Technology,40-49
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202510,Biology,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Full-Time,WHITE,202510,Kinesiology,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,BLACK AFR AMER,202510,Culinary Studies,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Full-Time,HISPANIC,202510,7-12 & Other EC-12,35-39
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Baking and Pastry Arts,50-59
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,40-49
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,202510,English,40-49
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Respiratory Care Technology,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Radiography Technologist,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202510,Business Management & Tech,40-49
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,MULTI-RACIAL,nan,nan,40-49
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,nan,nan,50-59
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,BLACK AFR AMER,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Full-Time,HISPANIC,202510,Health Professions Degree,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,UNKNOWN,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,UNKNOWN,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,BLACK AFR AMER,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Transfer Student,Academic,Full-Time,HISPANIC,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Surgical Technology,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,30-34
Fall 2024,2024,Male,Transfer Student,Technical,Full-Time,HISPANIC,202510,Radiography Technologist,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Cybersecurity,25-29
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Construction Business Mgmt,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Computer Engineering Tech,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Technical,Full-Time,HISPANIC,202510,Info Tech Cybersecurity,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Plumbers Helper,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Health Professions Degree,50-59
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,WHITE,202510,Construction Technology,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Full-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,WHITE,202510,Occupational Therapy Assistant,40-49
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Psychology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202510,"TX Teacher EC-6, 4-8, & EC-12",18-24
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,BLACK AFR AMER,202510,Hospitality Mgmt Fundamentals,25-29
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,UNKNOWN,202510,Business Management & Tech,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Info Tech Cybersecurity,30-34
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,BLACK AFR AMER,202510,Electrical Trades,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,WHITE,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Kinesiology,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202510,Info Tech Cybersecurity,30-34
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,HISPANIC,nan,nan,60+
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Info Tech Cybersecurity,40-49
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202510,Cybersecurity,25-29
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,WHITE,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Info Tech Cybersecurity,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,BLACK AFR AMER,202510,Culinary Arts,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,English,25-29
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology/Pre-Nursing,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,MULTI-RACIAL,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Full-Time,BLACK AFR AMER,202510,Biology,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Health Information Technology,35-39
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,BLACK AFR AMER,202510,Info Tech Network Admin,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,MULTI-RACIAL,202510,Office System Technology,40-49
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,BLACK AFR AMER,202510,Sociology,50-59
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202510,Engineering,25-29
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,202510,Liberal Arts,18-24
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,ASIAN,202510,Physical Therapist Assistant,35-39
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,202510,Criminal Justice,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Mechanical Engineering,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Nurse Aide for Health Care,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Respiratory Care Technology,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,BLACK AFR AMER,202510,Business Administration,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Electrical Trades,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,ASIAN,202510,Culinary Arts,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,50-59
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Culinary Arts,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Collision/Refinishing Tech,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Full-Time,HISPANIC,202510,Music,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Full-Time,HISPANIC,202510,Music,40-49
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202510,Liberal Arts,50-59
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Health Professions Degree,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,ASIAN,202510,Health Information Technology,40-49
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,WHITE,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Full-Time,HISPANIC,202510,Business Administration,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,MULTI AFR AMER,202510,Info Tech Cybersecurity,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,BLACK AFR AMER,202510,Info Tech Network Admin,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202510,Criminal Justice,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,BLACK AFR AMER,202510,Psychology,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,BLACK AFR AMER,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202510,Liberal Arts,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,30-34
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,Under 18
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,MULTI-RACIAL,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,WHITE,nan,nan,40-49
